Date,Course,Off,Name,Type,Class,Pattern,Rating_Band,Age_Band,Sex_Rest,Dist,Dist_Y,Dist_M,Dist_F,Going,Num,Pos,Ran,Draw,Btn,Ovr_Btn,Horse,SP,Dec,Age,Sex,Wgt,Lbs,HG,Time,Jockey,Trainer,OR,RPR,TS,Prize,Sire,Dam,Damsire,Owner,Comment
2020-05-17,Sha-Tin,6:30,Tai Mong Tsai Handicap (3yo+) (Course C+3) (Turf),Flat,Class 4,,,3yo+,,5f,1100,1006,5f,Good To Firm,7,11,14,9,0.3,6,Gallant Crown (NZ),57/1,58.00,3,G,9-2,128,t,0:57.01,Chad Schofield,A T Millard,52,44,,,Hallowed Crown (AUS),Justagem (NZ),Stravinsky,Equity Syndicate,Always towards rear
2020-05-17,Sha-Tin,6:30,Tai Mong Tsai Handicap (3yo+) (Course C+3) (Turf),Flat,Class 4,,,3yo+,,5f,1100,1006,5f,Good To Firm,12,12,14,5,1.25,7.25,Rocket Hammer (AUS),415/1,416.00,3,G,8-10,122,,0:57.22,H N Jack Wong,Jimmy Ting,49,36,,,Starcraft (NZ),Attire (USA),Wild Again,Bou Shing Ip Lau Shuk Yee,Always in rear
2020-05-17,Sha-Tin,6:30,Tai Mong Tsai Handicap (3yo+) (Course C+3) (Turf),Flat,Class 4,,,3yo+,,5f,1100,1006,5f,Good To Firm,5,13,14,13,.5,7.75,Dr Eq (AUS),12/1,13.00,3,G,9-2,128,,0:57.30,Joao Moreira,J Size,52,38,,,Exceed And Excel (AUS),Troubeaut (AUS),Beautiful Crown,Dr Peter Kook,Led - headed 2 1/2f out - ridden 2f out - weakened final furlong
2020-05-17,Sha-Tin,6:30,Tai Mong Tsai Handicap (3yo+) (Course C+3) (Turf),Flat,Class 4,,,3yo+,,5f,1100,1006,5f,Good To Firm,2,14,14,4,3,10.75,Colonel (NZ),10/1,11.00,3,G,9-0,126,t,0:57.80,H T Mo,P F Yiu,53,28,,,Ferlax (NZ),Outrageous Fortune (NZ),Volksraad,Syed Pervez Hussain,In touch in midfield - outpaced over 2f out - weakened final furlong
2020-05-09,Sha-Tin,8:35,Ruby Handicap (3yo+) (Dirt),Flat,Class 4,,,3yo+,,1m,1815,1660,8f,Standard,4,1,14,12,0,0,This One's For You (GB),18/5,4.60,5,G,9-3,129,b,1:39.11,Joao Moreira,K W Lui,55,67,,53306.58,Lethal Force (IRE),Cool Catena (GB),One Cool Cat,Ivis Sze,Held up towards rear - ridden and took closer order over 2f out - stayed on well final furlong - led close home
2020-05-09,Sha-Tin,8:35,Ruby Handicap (3yo+) (Dirt),Flat,Class 4,,,3yo+,,1m,1815,1660,8f,Standard,11,2,14,13,0.2,0.2,Party Everyday (AUS),10/1,11.00,4,G,8-8,120,ht,1:39.18,Karis Teetan,A S Cruz,46,58,,20574.47,Snitzel (AUS),Scarlett Lady (NZ),Savabeel,Tang Tou Syndicate,Took keen hold - towards rear - headway on outside from halfway - in touch 2 1/2f out - ridden under 2f out - every chance inside final furlong - kept on well - just held
2020-05-09,Sha-Tin,8:35,Ruby Handicap (3yo+) (Dirt),Flat,Class 4,,,3yo+,,1m,1815,1660,8f,Standard,3,3,14,6,0.3,.5,Smiling City (AUS),59/10,6.90,4,G,8-8,120,e/s,1:39.19,Jerry Chau,Douglas Whyte,56,67,,10754.84,So You Think (NZ),Laylia (AUS),Redoutes Choice,Gary Ling Kay Wai,Tracked leaders - ridden over 2f out - led 1 1/2f out - kept on well until headed and no extra close home
2020-05-09,Sha-Tin,8:35,Ruby Handicap (3yo+) (Dirt),Flat,Class 4,,,3yo+,,1m,1815,1660,8f,Standard,6,4,14,8,.5,1,So We Joy (AUS),89/10,9.90,4,G,9-0,126,tp,1:39.28,C Y Ho,John Moore,52,62,,5611.22,So You Think (NZ),Soho Secret (AUS),Lucky Owners,Good Hope Syndicate,Midfield - took closer order 2 1/2f out - ridden and chased leaders under 2f out - kept on final furlong - not quite able to challenge
2020-05-09,Sha-Tin,8:35,Ruby Handicap (3yo+) (Dirt),Flat,Class 4,,,3yo+,,1m,1815,1660,8f,Standard,2,5,14,4,1.5,2.5,Jade Fortune (NZ),29/10F,3.90,7,G,9-7,133,b,1:39.53,Zac Purton,K L Man,59,65,,3273.21,Showcasing (GB),Shades Of Silk (AUS),Thunder Gulch,Christy Ng Ling Ling,Towards rear of midfield - ridden 2 1/2f out - slightly hampered 1f out - kept on inside final furlong
2020-05-09,Sha-Tin,8:35,Ruby Handicap (3yo+) (Dirt),Flat,Class 4,,,3yo+,,1m,1815,1660,8f,Standard,7,6,14,2,1.25,3.75,Telecom Rocket (NZ),68/10,7.80,5,G,8-11,123,p,1:39.73,H T Mo,Y S Tsui,52,55,,,Tavistock (NZ),Far Far Away (NZ),Keeper,Sunny Cheung King Fung,In touch in midfield - ridden and kept on same pace from over 2f out
2020-05-09,Sha-Tin,8:35,Ruby Handicap (3yo+) (Dirt),Flat,Class 4,,,3yo+,,1m,1815,1660,8f,Standard,13,7,14,9,1,4.75,Impeccable Fellow (IRE),258/1,259.00,6,G,8-4,116,hb,1:39.90,M L Yeung,Richard Gibson,42,43,,,Acclamation (GB),Moment Juste (GB),Pivotal,Frank Lyn Yee Chon Ivy Lai,Towards rear of midfield - ridden 2f out - headway on inner 1 1/2f out - no extra inside final furlong
2020-05-09,Sha-Tin,8:35,Ruby Handicap (3yo+) (Dirt),Flat,Class 4,,,3yo+,,1m,1815,1660,8f,Standard,9,8,14,14,1.5,6.25,Ka Fortune (IRE),10/1,11.00,4,G,8-10,122,v,1:40.15,Antoine Hamelin,L Ho,48,46,,,Farhh (GB),Catchline (USA),Bertolini,John Lee Yau Wai,In rear - ridden 2f out - kept on final furlong - never dangerous
2020-05-09,Sha-Tin,8:35,Ruby Handicap (3yo+) (Dirt),Flat,Class 4,,,3yo+,,1m,1815,1660,8f,Standard,5,9,14,5,1.75,8,General Dino (FR),42/1,43.00,6,G,9-2,128,b,1:40.44,Blake Shinn,D E Ferraris,54,48,,,Doctor Dino (FR),Arthurs Princess (IRE),Monashee Mountain,Kam Chi Tat,Towards rear - headway on outside into midfield 2 1/2f out - ridden 2f out - weakened steadily from over 1f out
2020-05-09,Sha-Tin,8:35,Ruby Handicap (3yo+) (Dirt),Flat,Class 4,,,3yo+,,1m,1815,1660,8f,Standard,8,10,14,1,2,10,Strathclyde (AUS),21/1,22.00,6,G,8-11,123,tb,1:40.78,Matthew Chadwick,A T Millard,49,38,,,Toorak Toff (AUS),Ladys Light (USA),Toolighttoquit,Mr Mrs Iain Bruce,Led - headed after 2f - ridden to lead 2 1/2f out - headed 1 1/2f out - weakened over 1f out
2020-05-09,Sha-Tin,8:35,Ruby Handicap (3yo+) (Dirt),Flat,Class 4,,,3yo+,,1m,1815,1660,8f,Standard,1,11,14,11,0.3,10.25,Hercules (AUS),119/1,120.00,4,G,9-5,131,,1:40.82,T H So,C H Yip,59,47,,,Medaglia dOro (USA),Soul Mama (AUS),Charge Forward,Lordson Syndicate,In rear - ridden and no impression from 2f out
2020-05-09,Sha-Tin,8:35,Ruby Handicap (3yo+) (Dirt),Flat,Class 4,,,3yo+,,1m,1815,1660,8f,Standard,14,12,14,3,6.25,16.5,Ka Ying Brilliance (AUS),9/1,10.00,5,G,8-4,116,hb,1:41.86,V Borges,T P Yung,42,16,,,Canford Cliffs (IRE),PrayersNPromises (AUS),Encosta De Lago,Leung Shek Kong,In touch in midfield - ridden and lost place 2 1/2f out - slightly hampered and dropped towards rear 2f out - soon beaten
2020-05-09,Sha-Tin,8:35,Ruby Handicap (3yo+) (Dirt),Flat,Class 4,,,3yo+,,1m,1815,1660,8f,Standard,10,13,14,10,11.5,28,Lucky Victor (AUS),400/1,401.00,3,G,8-8,120,t,1:43.78,H W Lai,Jimmy Ting,46,,,,Champions Gallery (GB),Images (AUS),Fusaichi Pegasus,Lucky Champions Syndicate,Midfield - very wide around first two turns - lost place 2 1/2f out - soon beaten and eased
2020-05-09,Sha-Tin,8:35,Ruby Handicap (3yo+) (Dirt),Flat,Class 4,,,3yo+,,1m,1815,1660,8f,Standard,12,14,14,7,0.3,28.25,Blade Racer (NZ),78/1,79.00,4,G,7-13,111,t,1:43.82,K H Alfred Chan,C S Shum,44,,,,Guillotine (NZ),Karenza (NZ),Falkirk,Winalot Racing Syndicate,Prominent - wide around first two turns - led after 2f - ridden and headed 2 1/2f out - weakening when hampered 1 1/2f out - soon struggling - eased final furlong
2020-05-09,Sha-Tin,8:00,Sapphire Handicap (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,1m1f,1981,1811,9f,Good To Firm,5,1,14,2,0,0,Perfect To Play (IRE),54/10,6.40,6,G,8-10,122,t,1:47.60,Joao Moreira,C Fownes,49,61,,53306.58,Born To Sea (IRE),Centreofattention (AUS),Danehill,Mr Mrs Ringo Ng Yiu Kwok Jasmine Ng Kwan Yin Et Al,Tracked leaders - ridden 1 1/2f out - driven and led 1f out - kept on well
2020-05-09,Sha-Tin,8:00,Sapphire Handicap (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,1m1f,1981,1811,9f,Good To Firm,7,2,14,9,0.3,0.3,Natural Storm (NZ),10/1,11.00,3,G,8-9,121,b,1:47.65,C Y Ho,P F Yiu,48,59,,20574.47,Pins (AUS),Miracle Miss (NZ),OReilly,Lyon Cheng Lai Fung,Towards rear - ridden 2f out - driven and stayed on well final furlong - nearest finish
2020-05-09,Sha-Tin,8:00,Sapphire Handicap (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,1m1f,1981,1811,9f,Good To Firm,2,3,14,13,.5,.75,Jimmu (GER),20/1,21.00,5,G,8-12,124,,1:47.72,Blake Shinn,Y S Tsui,51,61,,10754.84,Dalakhani (IRE),Jambalaya (GER),Samum,Yu Chu Lam,In rear - ridden 2f out - stayed on from 1 1/2f out - briefly not clear run 100yds out - nearest finish
2020-05-09,Sha-Tin,8:00,Sapphire Handicap (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,1m1f,1981,1811,9f,Good To Firm,9,4,14,5,0.1,1,McMunigal (IRE),21/10F,3.10,5,G,8-4,116,tb,1:47.78,Matthew Poon,D J Hall,45,55,,5611.22,Epaulette (AUS),Picture Of Lily (GB),Medicean,William Tsang Tony Tong Nai Kan Et Al,With leader - ridden 2 1/2f out - led 1 1/2f out - edged left approaching final furlong - headed 1f out - driven and rallied inside final furlong - kept on
2020-05-09,Sha-Tin,8:00,Sapphire Handicap (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,1m1f,1981,1811,9f,Good To Firm,10,5,14,11,1.5,2.5,Beauty Angel (GB),74/1,75.00,4,G,8-2,114,t,1:48.02,H T Mo,A S Cruz,44,51,,3273.21,Dark Angel (IRE),Handana (IRE),Desert Style,Beauty Family Syndicate,Midfield on outside - outpaced 2 1/2f out - good headway approaching final furlong - no further impression inside final furlong
2020-05-09,Sha-Tin,8:00,Sapphire Handicap (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,1m1f,1981,1811,9f,Good To Firm,11,6,14,6,0.3,2.75,Invaluable (NZ),17/1,18.00,3,G,8-5,117,b,1:48.06,K C Leung,Richard Gibson,44,50,,,Ocean Park (NZ),Danex (NZ),Danasinga,Timmy Wong Ka Kit,Slowly into stride - recovered and raced in midfield - ridden over 2f out - effort approaching final furlong - no extra inside final furlong
2020-05-09,Sha-Tin,8:00,Sapphire Handicap (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,1m1f,1981,1811,9f,Good To Firm,1,7,14,10,1,3.75,Kungfumaster Panda (GB),73/1,74.00,6,G,9-7,133,t,1:48.22,Neil Callan,T P Yung,60,64,,,Royal Applause (GB),Hypoteneuse (IRE),Sadlers Wells,Winning Group Syndicate,Towards rear - ridden 2 1/2f out - kept on well from 2f out - not going pace to threaten
2020-05-09,Sha-Tin,8:00,Sapphire Handicap (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,1m1f,1981,1811,9f,Good To Firm,13,8,14,7,.75,4.5,Happy Ichiban (AUS),94/1,95.00,3,G,8-1,113,,1:48.35,T H So,Douglas Whyte,42,45,,,Nicconi (AUS),Sheen (AUS),Cape Cross,Happy Valley Brothers Syndicate,Towards rear of midfield - ridden and no impression from 2f out
2020-05-09,Sha-Tin,8:00,Sapphire Handicap (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,1m1f,1981,1811,9f,Good To Firm,12,9,14,14,.75,5.25,Dragon Pride (AUS),151/1,152.00,3,C,8-4,116,b,1:48.47,Matthew Chadwick,A T Millard,43,44,,,Sebring (AUS),Lady Krovanh (AUS),Dehere,Dr Kelvin Chong Man Yuk,Towards rear - steady headway into midfield from 4f out - ridden and effort 2f out - weakened inside final furlong
2020-05-09,Sha-Tin,8:00,Sapphire Handicap (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,1m1f,1981,1811,9f,Good To Firm,4,10,14,3,.5,5.75,Cheerful Star (FR),36/5,8.20,6,G,8-10,122,tp,1:48.56,Antoine Hamelin,F C Lor,49,49,,,Excelebration (IRE),Lausanne (IRE),Lawman,Cheerful Syndicate,Midfield - ridden 2f out - weakened inside final furlong
2020-05-09,Sha-Tin,8:00,Sapphire Handicap (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,1m1f,1981,1811,9f,Good To Firm,3,11,14,12,1.25,7,Leading Fortune (FR),13/1,14.00,4,G,8-11,123,b,1:48.77,Chad Schofield,J Size,50,47,,,Siyouni (FR),Nayara (FR),Nayef,Allen Yam Kam Kwong Ma Pak Hung,Towards rear - ridden and no impression from 2f out
2020-05-09,Sha-Tin,8:00,Sapphire Handicap (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,1m1f,1981,1811,9f,Good To Firm,6,12,14,1,3.25,10.25,California Legend (IRE),58/10,6.80,5,G,8-9,121,t,1:49.31,Karis Teetan,A S Cruz,48,39,,,Camelot (GB),Kiss Me Goodbye (GB),Ravens Pass,The Executors Of The Estate Of The Late Liang Lo Ching Yung,Led - ridden 2f out - headed 1 1/2f out - weakened over 1f out
2020-05-09,Sha-Tin,8:00,Sapphire Handicap (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,1m1f,1981,1811,9f,Good To Firm,14,13,14,4,.75,11,Shinealot (FR),11/1,12.00,5,G,8-2,114,b,1:49.43,V Borges,P OSullivan,41,30,,,Siyouni (FR),Doubrovska (FR),Vettori,Hk Football Club Horse Racing Syndicate,In touch - ridden over 2f out - weakened over 1f out
2020-05-09,Sha-Tin,8:00,Sapphire Handicap (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,1m1f,1981,1811,9f,Good To Firm,8,14,14,8,47,58,Gorgeous Inheritor (AUS),9/1,10.00,4,G,8-8,120,b1,1:57.27,Zac Purton,C H Yip,47,,,,Poets Voice (GB),Throne Inn (AUS),King Of Kings,Yip Kong Wah,Midfield - ridden 2 1/2f out - lost place quickly 2f out - soon beaten and eased
2020-05-09,Sha-Tin,7:00,Peridot Handicap (Div II) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,12,1,12,2,0,0,Gallant Legacy (FR),159/10,16.90,5,G,8-4,116,t,1:9.33,V Borges,C W Chang,43,54,,53306.58,Redoutes Choice (AUS),Torentosa (FR),Oasis Dream,Mr Mrs Simon Suen Siu Man,In touch in midfield - ridden 2f out - not clear run from under 2f out until approaching final furlong - stayed on strongly final furlong - led 100yds out - soon in command - readily
2020-05-09,Sha-Tin,7:00,Peridot Handicap (Div II) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,10,2,12,6,1.75,1.75,General Trump (AUS),12/1,13.00,4,G,8-7,119,t,1:9.62,Antoine Hamelin,T P Yung,46,51,,20574.47,Rothesay (AUS),Cherees General (AUS),General Nediym,Well Blessing Syndicate,Towards rear - ridden over 2f out - stayed on well from 1 1/2f out - slightly hampered 100yds out - took 2nd close home
2020-05-09,Sha-Tin,7:00,Peridot Handicap (Div II) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,2,3,12,10,0.3,2,Decisive Twelve (AUS),4/1,5.00,3,G,9-1,127,,1:9.66,C Y Ho,W Y So,52,58,,10754.84,All Too Hard (AUS),Kamarla Rose (AUS),Nadeem,Megafolks Syndicate,Tracked leaders - ridden 2 1/2f out - led 1f out - headed 100yds out - no extra and lost 2nd close home
2020-05-09,Sha-Tin,7:00,Peridot Handicap (Div II) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,4,4,12,5,0.3,2.25,Armor Star (NZ),135/1,136.00,4,G,8-13,125,h1,1:9.70,M L Yeung,F C Lor,,55,,5611.22,Dalghar (FR),Worship (USA),Irish River,Victor Chan Kin Chun,In rear - ridden 2 1/2f out - keeping on well when not clear from over 1f out until well inside final furlong - shaken up and stayed on final 75yds - nearest finish
2020-05-09,Sha-Tin,7:00,Peridot Handicap (Div II) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,3,5,12,1,0.1,2.5,Apex Top (SAF),53/1,54.00,3,G,8-13,125,b1,1:9.76,Chad Schofield,A T Millard,52,55,,3273.21,Flower Alley (USA),Cosima Liszt (CHI),Rich Mans Gold,Arthur Tsoi Tai Kwan Johnny Chan Chi Kwong,Towards rear of midfield - ridden and stayed on from over 2f out
2020-05-09,Sha-Tin,7:00,Peridot Handicap (Div II) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,8,6,12,8,1,3.5,Universal Crown (AUS),55/1,56.00,3,G,8-13,125,,1:9.91,Karis Teetan,Douglas Whyte,52,52,,,Hallowed Crown (AUS),Only She Can (AUS),Marju,Alexander Wong,Towards rear - ridden and good headway from 2f out - no further impression final furlong
2020-05-09,Sha-Tin,7:00,Peridot Handicap (Div II) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,1,7,12,9,1.25,4.75,Flying Bonus (AUS),27/10,3.70,5,G,9-7,133,,1:10.12,Zac Purton,C H Yip,60,56,,,Snitzel (AUS),Sabanci (AUS),Encosta De Lago,Mr Mrs Edward Chan Chi Keung,Chased leader - ridden over 2f out - every chance 1f out - weakened final 100yds
2020-05-09,Sha-Tin,7:00,Peridot Handicap (Div II) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,6,8,12,4,0.3,5,Iluvataar (NZ),11/10F,2.10,3,G,8-13,125,h1,1:10.16,Joao Moreira,J Size,,47,,,Makfi (GB),Attalla (NZ),Volksraad,Lily Chan Li Lei Marc Chan,Dwelt - towards rear of midfield - ridden 2 1/2f out - headway approaching final furlong - no extra final 150yds
2020-05-09,Sha-Tin,7:00,Peridot Handicap (Div II) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,9,9,12,11,1.5,6.5,United We Stand (AUS),47/1,48.00,3,G,8-7,119,tb,1:10.41,Matthew Poon,C S Shum,50,38,,,Delago Deluxe (AUS),Register (AUS),Zeditave,Dr Jimmy Wong Chi Ho,Led - clear after 1f - ridden under 2f out - headed 1f out - soon weakened
2020-05-09,Sha-Tin,7:00,Peridot Handicap (Div II) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,7,10,12,3,0.1,6.5,Run The Table (AUS),57/1,58.00,3,G,8-13,125,hb,1:10.43,Neil Callan,K W Lui,52,41,,,The Brothers War (USA),Miss Cacciatore (AUS),Snitzel,The Whisperer Syndicate,Midfield - ridden 2f out - weakened final furlong
2020-05-09,Sha-Tin,7:00,Peridot Handicap (Div II) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,11,11,12,12,0.3,7,Kelmimi Wins (USA),18/1,19.00,4,G,8-6,118,t,1:10.50,K C Leung,John Moore,45,33,,,Scat Daddy (USA),Oxbow Lake (USA),Dynaformer,David Law,Towards rear of midfield - wide into straight and dropped towards rear - outpaced 2f out - kept on final furlong
2020-05-09,Sha-Tin,7:00,Peridot Handicap (Div II) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,5,12,12,7,19.25,26.25,Blazing Connection (NZ),260/1,261.00,3,G,8-10,122,,1:13.70,H T Mo,Y S Tsui,52,,,,All Too Hard (AUS),Alluring Belle (AUS),Encosta De Lago,Andy Fei Chi En,Midfield - ridden under 3f out - lost place 2 1/2f out - soon struggling
2020-05-09,Sha-Tin,6:00,Peridot Handicap (Div I) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,5,1,12,1,0,0,Hinyuen Swiftness (AUS),7/1,8.00,7,G,8-8,120,tb,1:9.08,K H Alfred Chan,C H Yip,52,60,,53306.58,Duke Of Marmalade (IRE),Stolen Girlfriend (AUS),Canny Lad,Mr Mrs Tang Kwok Yung,Broke well and led - headed after 1f - ridden to lead 2f out - kept on well - ridden out
2020-05-09,Sha-Tin,6:00,Peridot Handicap (Div I) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,1,2,12,4,1.75,1.75,Xponential (AUS),6/4F,2.50,4,G,9-7,133,b,1:9.37,Chad Schofield,Douglas Whyte,58,60,,20574.47,Equiano (FR),Eternal Circle (AUS),Fastnet Rock,Jeffrey Kwan Teng Hin,Tracked leaders - ridden and chased leader under 2f out - kept on well - no impression on winner final furlong
2020-05-09,Sha-Tin,6:00,Peridot Handicap (Div I) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,7,3,12,9,1.25,3,Super Mission (NZ),41/5,9.20,3,G,9-1,127,,1:9.58,C Y Ho,P F Yiu,52,50,,10754.84,Super Easy (NZ),Stars (NZ),Pentire,Chow Yuet Kam,Towards rear of midfield - ridden and stayed on from 2f out
2020-05-09,Sha-Tin,6:00,Peridot Handicap (Div I) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,4,4,12,11,1.5,4.5,Fast Pace (AUS),54/1,55.00,4,G,9-1,127,,1:9.83,Antoine Hamelin,C Fownes,52,46,,5611.22,Savabeel (AUS),Caesours Promise (AUS),Rock Of Gibraltar,Fong Chi Keung,In rear - ridden 2f out - stayed on well from 1 1/2f out
2020-05-09,Sha-Tin,6:00,Peridot Handicap (Div I) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,3,5,12,6,.5,5,Breeze Of Spring (NZ),13/2,7.50,4,G,9-0,126,v1,1:9.91,T H So,L Ho,53,45,,3273.21,Pins (AUS),Genius (NZ),Savabeel,Mr Mrs Edward Hung Grace Hung Doris Hung,Led after 1f - ridden and headed 2f out - faded final furlong
2020-05-09,Sha-Tin,6:00,Peridot Handicap (Div I) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,6,6,12,10,.5,5.5,Sun Of Makfi (NZ),50/1,51.00,3,G,9-1,127,h1,1:10.00,Blake Shinn,D J Hall,52,42,,,Makfi (GB),Palos De Lago (NZ),Encosta De Lago,David Mong Tak Yeung,Held up towards rear - ridden 2f out - stayed on final furlong
2020-05-09,Sha-Tin,6:00,Peridot Handicap (Div I) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,10,7,12,12,.5,6,So Awesome (NZ),127/1,128.00,3,G,9-0,126,,1:10.08,V Borges,Y S Tsui,51,40,,,Rip Van Winkle (IRE),Lion Blanc (AUS),Reset,Eddie Law Kar Chung Ada Ng Wai Hing Edwin Law Pok Hin,Towards rear - ridden over 2f out - stayed on final furlong
2020-05-09,Sha-Tin,6:00,Peridot Handicap (Div I) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,12,8,12,2,1.5,7.5,Shining On (NZ),47/10,5.70,6,G,8-5,117,,1:10.33,Joao Moreira,K W Lui,42,26,,,OReilly (NZ),Savabeel Star (NZ),Savabeel,Susie Wong Li Chia,Dwelt - soon recovered and raced in midfield - ridden over 2f out - no extra final furlong
2020-05-09,Sha-Tin,6:00,Peridot Handicap (Div I) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,8,9,12,3,3.75,11.25,Win For Youth (AUS),284/1,285.00,3,G,9-1,127,,1:10.95,M L Yeung,Jimmy Ting,52,24,,,Dawn Approach (IRE),Montelimar (AUS),Fusaichi Pegasus,The Youth Syndicate,Dwelt - towards rear of midfield - ridden and no impression from 2f out - weakened inside final furlong
2020-05-09,Sha-Tin,6:00,Peridot Handicap (Div I) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,9,10,12,5,0.3,11.5,Ardenode (IRE),29/1,30.00,5,G,9-0,126,t,1:11.00,H W Lai,W Y So,51,22,,,Hellvelyn (GB),Coconut Kisses (GB),Bahamian Bounty,Frankie Ng Wai Hang Ng Wai Hung,Midfield - ridden 2f out - weakened over 1f out
2020-05-09,Sha-Tin,6:00,Peridot Handicap (Div I) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,11,11,12,8,2,13.5,Sunshine Universe (GB),25/1,26.00,6,G,8-7,119,b,1:11.33,C Victor Wong,Richard Gibson,49,14,,,Elzaam (AUS),Jillolini (GB),Bertolini,Huang Ruoqing,Midfield on outside - outpaced 2f out - weakened over 1f out
2020-05-09,Sha-Tin,6:00,Peridot Handicap (Div I) (3yo+) (Course C) (Turf),Flat,Class 4,,,3yo+,,6f,1320,1207,6f,Good To Firm,2,12,12,7,4,17.5,Hard Promise (AUS),56/10,6.60,6,G,9-5,131,,1:12.00,Neil Callan,T P Yung,56,8,,,Hard Spun (USA),Perfect Promise (SAF),Caesour,Ying Kee Club Syndicate,Bunny-hopped leaving stalls - recovered and raced in midfield - ridden over 2f out - weakened from 1 1/2f out
2020-05-03,Sha-Tin,9:35,Monaveen Handicap (3yo+) (Course B) (Turf),Flat,Class 4,,,3yo+,,7f,1540,1408,7f,Good To Firm,12,1,14,9,0,0,Momentum Happy (GB),13/1,14.00,4,G,8-8,120,b1,1:21.72,K C Leung,Jimmy Ting,45,53,,53306.58,Dubawi (IRE),Longing To Dance (GB),Danehill Dancer,Paul Yeung Hoi Shan,Made all - ridden clear 2f out - began to weaken close home but always holding on - driven out
2020-05-03,Sha-Tin,9:35,Monaveen Handicap (3yo+) (Course B) (Turf),Flat,Class 4,,,3yo+,,7f,1540,1408,7f,Good To Firm,13,2,14,2,.5,.5,Circuit Number One (GB),60/1,61.00,5,G,8-4,116,ht,1:21.80,Matthew Poon,A S Cruz,43,49,,20574.47,Holy Roman Emperor (IRE),Ysoldina (FR),Kendor,Ho Yin Sang Cheung Kwok Ping Cheung Kwok Keung,Midfield - ridden 2 1/2f out - driven and stayed on well from 1 1/2f out - went 2nd close home - not reach winner
2020-05-03,Sha-Tin,9:35,Monaveen Handicap (3yo+) (Course B) (Turf),Flat,Class 4,,,3yo+,,7f,1540,1408,7f,Good To Firm,4,3,14,1,.5,1,Golden Four (AUS),11/1,12.00,5,G,9-5,131,,1:21.89,Neil Callan,C W Chang,56,61,,10754.84,Denman (AUS),Gingerbread (AUS),Kempinsky,Lau Chi Kit Tony Lee Et Al,Midfield - ridden and stayed on from 2f out - went 2nd 50yds out - not going pace to reach winner - lost 2nd close home
