Date,Course,Off,Name,Type,Class,Pattern,Rating_Band,Age_Band,Sex_Rest,Dist,Dist_Y,Dist_M,Dist_F,Going,Num,Pos,Ran,Draw,Btn,Ovr_Btn,Horse,SP,Dec,Age,Sex,Wgt,Lbs,HG,Time,Jockey,Trainer,OR,RPR,TS,Prize,Sire,Dam,Damsire,Owner,Comment
2020-01-08,Happy-Valley,1:15,The January Cup ( Handicap) (3yo+) (Course C) (Turf),Flat,Class 1,Group 3,,3yo+,,1m1f,1981,1811,9f,Good,8,1,9,3,0,0,Doctor Geoff (IRE),33/10,4.30,6,G,8-3,115,,1:48.10,C Y Ho,K W Lui,101,110,,179158.61,Fast Company (IRE),More Respect (IRE),Spectrum,Huang Kai Wen,Chased leader - ridden to lead 1 1/2f out - edged left inside final furlong - soon driven and kept on strongly
2020-01-08,Happy-Valley,1:15,The January Cup ( Handicap) (3yo+) (Course C) (Turf),Flat,Class 1,Group 3,,3yo+,,1m1f,1981,1811,9f,Good,6,2,9,9,1.5,1.5,Harmony Victory (BRZ),4/1,5.00,5,G,8-3,115,t,1:48.35,Grant Van Niekerk,C S Shum,102,107,,69148.94,Public Purse (USA),Flower Fest (BRZ),Crimson Tide,Yue Yun Hing,Held up in rear - ridden 2f out - wide into straight - stayed on strongly from over 1f out - took 2nd close home - not reach winner
2020-01-08,Happy-Valley,1:15,The January Cup ( Handicap) (3yo+) (Course C) (Turf),Flat,Class 1,Group 3,,3yo+,,1m1f,1981,1811,9f,Good,5,3,9,4,0.3,1.75,Sacred Capital (NZ),13/5F,3.60,5,G,8-6,118,,1:48.39,Joao Moreira,J Lau,111,109,,36146.03,OReilly (NZ),Honolulu (NZ),Savabeel,Chen Ching Lung Dato K S Yap,Towards rear of midfield - ridden 1 1/2f out - stayed on final furlong
2020-01-08,Happy-Valley,1:15,The January Cup ( Handicap) (3yo+) (Course C) (Turf),Flat,Class 1,Group 3,,3yo+,,1m1f,1981,1811,9f,Good,2,4,9,5,.75,2.5,Time Warp (GB),73/10,8.30,7,G,8-13,125,t,1:48.52,Karis Teetan,A S Cruz,118,115,,18858.80,Archipenko (USA),Here To Eternity (USA),Stormy Atlantic,Martin Siu Kim Sun,Led - ridden under 2f out - headed 1 1/2f out - no extra final 100yds
2020-01-08,Happy-Valley,1:15,The January Cup ( Handicap) (3yo+) (Course C) (Turf),Flat,Class 1,Group 3,,3yo+,,1m1f,1981,1811,9f,Good,7,5,9,7,0.1,2.75,Insayshable (IRE),30/1,31.00,6,G,8-1,113,,1:48.57,Matthew Chadwick,Y S Tsui,102,102,,11000.97,Rajj (IRE),Imitation (GB),Darshaan,The Hon Mrs Kenneth Lau Ip Keung,Towards rear of midfield - forward move to track leaders 4f out - ridden 2f out - driven and kept on same pace final furlong
2020-01-08,Happy-Valley,1:15,The January Cup ( Handicap) (3yo+) (Course C) (Turf),Flat,Class 1,Group 3,,3yo+,,1m1f,1981,1811,9f,Good,4,6,9,6,.75,3.5,Simply Brilliant (GB),16/1,17.00,6,G,8-8,120,,1:48.68,Alexis Badel,F C Lor,113,108,,,Frankel (GB),Red Bloom (GB),Selkirk,Simply Brilliant Syndicate,Midfield - ridden and outpaced under 2f out - soon no impression
2020-01-08,Happy-Valley,1:15,The January Cup ( Handicap) (3yo+) (Course C) (Turf),Flat,Class 1,Group 3,,3yo+,,1m1f,1981,1811,9f,Good,3,7,9,2,0.3,3.75,Eagle Way (AUS),15/1,16.00,7,G,8-8,120,tb,1:48.72,Silvestre De Sousa,John Moore,113,107,,,More Than Ready (USA),Wedgetail Eagle (AUS),Lure,Siu Pak Kwan,Towards rear - ridden 1 1/2f out - kept on final 50yds - never dangerous
2020-01-08,Happy-Valley,1:15,The January Cup ( Handicap) (3yo+) (Course C) (Turf),Flat,Class 1,Group 3,,3yo+,,1m1f,1981,1811,9f,Good,1,8,9,1,0.1,3.75,Southern Legend (AUS),19/5,4.80,7,G,9-7,133,v,1:48.74,Zac Purton,C Fownes,126,120,,,Not A Single Doubt (AUS),Donnas Appeal (AUS),Carnegie,Boniface Ho Ka Kui,Tracked leaders - ridden 2f out - weakened steadily final furlong
2020-01-08,Happy-Valley,1:15,The January Cup ( Handicap) (3yo+) (Course C) (Turf),Flat,Class 1,Group 3,,3yo+,,1m1f,1981,1811,9f,Good,9,9,9,8,0.3,4,Not Usual Talent (NZ),30/1,31.00,5,G,8-1,113,,1:48.77,M L Yeung,T P Yung,95,99,,,Zacinto (GB),Compact Pussycat (NZ),Al Akbar,Chen Hong Wei,Towards rear - ridden and some headway on outside 2f out - weakened final 75yds
2020-02-26,Happy-Valley,1:45,Blue Pool Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,6f,1320,1207,6f,Good,8,1,10,2,0,0,Waldorf (NZ),11/1,12.00,5,G,8-3,115,tb,1:9.24,Karis Teetan,A S Cruz,88,96,,154352.03,Highly Recommended (AUS),Skite (NZ),Pins,Peter Young Wai Po,Held up towards rear of midfield - ridden 2f out - very wide into straight - stayed on strongly final furlong - led close home - driven out
2020-02-26,Happy-Valley,1:45,Blue Pool Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,6f,1320,1207,6f,Good,1,2,10,4,0.3,0.3,Fat Turtle (AUS),23/5,5.60,5,G,9-7,133,b,1:9.29,C Y Ho,F C Lor,106,113,,59574.47,Smart Missile (AUS),Pilya (USA),Gulch,Ho Koon Wah Tsui Yuk Wah Dominic Ho Tsz Kin,In touch - ridden 2f out - stayed on final furlong - led 50yds out - headed close home
2020-02-26,Happy-Valley,1:45,Blue Pool Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,6f,1320,1207,6f,Good,9,3,10,5,.5,.75,Hong Kong Bet (AUS),34/1,35.00,4,G,8-2,114,t,1:9.36,K C Leung,A S Cruz,87,92,,31141.20,Smart Missile (AUS),Dublin Me Bet (NZ),OReilly,Wilson Ho Bruce Lee Sing Keung,Tracked leaders - ridden over 1f out - led narrowly 150yds out - headed 50yds out - kept on well
2020-02-26,Happy-Valley,1:45,Blue Pool Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,6f,1320,1207,6f,Good,2,4,10,9,0.3,1,Country Star (AUS),15/1,16.00,4,G,9-2,128,,1:9.41,Alexis Badel,J Size,101,105,,16247.58,Starcraft (NZ),Moonrush (AUS),Encosta De Lago,Hk Country Club Racing Syndicate,Towards rear of midfield - forward move to track leaders 2 1/2f out - ridden 1 1/2f out - every chance inside final furlong - kept on
2020-02-26,Happy-Valley,1:45,Blue Pool Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,6f,1320,1207,6f,Good,5,5,10,7,0.1,1.25,Gunnison (AUS),13/1,14.00,5,G,8-6,118,,1:9.46,Matthew Poon,J Size,93,97,,9477.76,Not A Single Doubt (AUS),Colorado Claire (AUS),Hussonet,Frank Feng Ching Yeng,Raced keenly - in touch until pressed leader after 2f - led over 3f out - ridden and headed 1 1/f out - remained prominent and kept on well
2020-02-26,Happy-Valley,1:45,Blue Pool Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,6f,1320,1207,6f,Good,6,6,10,10,1,2.25,Tornado Twist (AUS),14/1,15.00,4,G,8-6,118,t,1:9.61,Chad Schofield,J Size,91,92,,,Denman (AUS),More Glory (AUS),More Than Ready,Fok Yuk Tong,Dwelt - slowly into stride - towards rear - steady headway from 2f out - ridden over 1f out - stayed on inside final furlong - not clear run final 50yds
2020-02-26,Happy-Valley,1:45,Blue Pool Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,6f,1320,1207,6f,Good,4,7,10,8,.75,3,Amazing Star (NZ),1/2F,1.50,5,G,8-9,121,,1:9.74,Zac Purton,Jimmy Ting,94,93,,,Darci Brahma (NZ),Bright Abyss (USA),Royal Academy,Grinders Racing Club Syndicate,Led - headed over 3f out - led 1 1/2f out - ridden over 1f out - headed 150yds out - weakened final 100yds
2020-02-26,Happy-Valley,1:45,Blue Pool Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,6f,1320,1207,6f,Good,7,8,10,1,0.1,3,Gentle Breeze (AUS),15/1,16.00,5,G,8-4,116,b,1:9.76,Matthew Chadwick,P F Yiu,89,87,,,Foxwedge (AUS),Marjorie (AUS),Langfuhr,Sin Kang Yuk,Towards rear of midfield - ridden under 2f out - kept on steadily final furlong - never dangerous
2020-02-26,Happy-Valley,1:45,Blue Pool Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,6f,1320,1207,6f,Good,3,9,10,6,2,5,Speedy King (AUS),45/1,46.00,6,G,8-12,124,,1:10.07,Tony Piccone,P F Yiu,97,89,,,Toorak Toff (AUS),County Tale (AUS),Tale Of The Cat,Eddie Chung Kwok Leung,Midfield - ridden and outpaced under 2f out - soon no impression
2020-02-26,Happy-Valley,1:45,Blue Pool Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,6f,1320,1207,6f,Good,10,10,10,3,0.1,5.25,Helena Baby (NZ),185/1,186.00,5,G,8-3,115,,1:10.13,L Hewitson,John Moore,86,79,,,Guillotine (NZ),Hot Stash (AUS),Secret Savings,Lee Ching Yiu Tang Kun Ping,Always in rear
2020-02-26,Happy-Valley,12:45,Shan Kwong Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,1m,1815,1660,8f,Good,4,1,11,1,0,0,Harmony Victory (BRZ),18/5,4.60,5,G,9-3,129,t,1:39.14,Alexis Badel,C S Shum,105,112,,154352.03,Public Purse (USA),Flower Fest (BRZ),Crimson Tide,Yue Yun Hing,In touch in midfield - ridden 2 1/2f out - chasing leaders when not clear run over 1f out - driven and squeezed through gap 100yds out - led 75yds out - driven out
2020-02-26,Happy-Valley,12:45,Shan Kwong Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,1m,1815,1660,8f,Good,9,2,11,7,.5,.5,Hezthewonforus (NZ),5/1,6.00,5,G,8-2,114,,1:39.22,Karis Teetan,J Size,90,96,,59574.47,Sufficient (NZ),Party Queen (NZ),Gold Brose,Vickays Buddies Syndicate,In touch - ridden under 2f out - not clear run inside final furlong - stayed on well final 100yds - not pace to challenge winner
2020-02-26,Happy-Valley,12:45,Shan Kwong Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,1m,1815,1660,8f,Good,6,3,11,6,.5,1,Time To Celebrate (NZ),55/1,56.00,6,G,8-13,125,b,1:39.31,Chad Schofield,J Size,101,106,,31141.20,Per Incanto (USA),Silver Cent (NZ),Centaine,Vicky Tang Estate Of The Late Lily Scheng Hsi Feng,Raced keenly - towards rear of midfield - headway to track leaders under 4f out - wide into straight - ridden 1 1/2f out - led under 1f out - headed 100yds out - kept on
2020-02-26,Happy-Valley,12:45,Shan Kwong Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,1m,1815,1660,8f,Good,3,4,11,3,0.3,1.25,Fast Most Furious (IRE),17/5F,4.40,7,G,9-4,130,h,1:39.35,C Y Ho,D J Hall,106,110,,16247.58,Lope De Vega (IRE),Al Basar (USA),Sahm,Caaf Syndicate,Towards rear of midfield - ridden over 2f out - stayed on well final furlong - nearest finish
2020-02-26,Happy-Valley,12:45,Shan Kwong Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,1m,1815,1660,8f,Good,8,5,11,5,0.3,1.5,Happy Dragon (GB),9/1,10.00,6,G,8-2,114,h,1:39.39,Matthew Chadwick,John Moore,90,93,,9477.76,Ravens Pass (USA),Mowazana (IRE),Galileo,Chow Yun Sheung,Towards rear - wide entering straight - ridden under 2f out - driven and stayed on well final furlong
2020-02-26,Happy-Valley,12:45,Shan Kwong Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,1m,1815,1660,8f,Good,2,6,11,4,.5,2,Simply Brilliant (GB),12/1,13.00,6,G,9-7,133,,1:39.47,K C Leung,F C Lor,109,111,,,Frankel (GB),Red Bloom (GB),Selkirk,Simply Brilliant Syndicate,Dwelt - towards rear of midfield - headway from 1 1/2f out - switched when not clear run over 1f out - denied clear run throughout final furlong - coasted home
2020-02-26,Happy-Valley,12:45,Shan Kwong Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,1m,1815,1660,8f,Good,7,7,11,9,.5,2.5,Insayshable (IRE),24/1,25.00,6,G,8-12,124,,1:39.56,Tony Piccone,Y S Tsui,100,101,,,Rajj (IRE),Imitation (GB),Darshaan,The Hon Mrs Kenneth Lau Ip Keung,Midfield until forward move to lead halfway - headed over 2f out - ridden 2f out - regained lead over 1f out - headed inside final furlong - weakened final 100yds
2020-02-26,Happy-Valley,12:45,Shan Kwong Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,1m,1815,1660,8f,Good,11,8,11,10,0.3,3,Harmony Hero (AUS),17/1,18.00,5,G,8-0,112,htb,1:39.64,Matthew Poon,Richard Gibson,87,90,,,Elvstroem (AUS),Cloanthy (AUS),Statue Of Liberty,Yue Yun Hing,Dwelt - towards rear - ridden 2f out - kept on final furlong - never dangerous
2020-02-26,Happy-Valley,12:45,Shan Kwong Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,1m,1815,1660,8f,Good,1,9,11,11,.5,3.5,Encouraging (AUS),42/10,5.20,6,G,9-7,133,tb,1:39.72,Zac Purton,John Moore,109,108,,,Redoutes Choice (AUS),Miss Marielle (AUS),Encosta De Lago,Ada Wong Yin Man,Midfield - ridden 1 1/2f out - keeping on when not clear run 75yds out - soon eased
2020-02-26,Happy-Valley,12:45,Shan Kwong Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,1m,1815,1660,8f,Good,5,10,11,2,1.5,5,Good Standing (AUS),14/1,15.00,6,G,9-1,127,b,1:39.97,Blake Shinn,John Moore,103,99,,,Artie Schiller (USA),Elahi (AUS),Giants Causeway,Martin Siu Kim Sun,Led - headed halfway - led over 2f out - ridden 1 1/2f out - headed over 1f out - weakened final furlong
2020-02-26,Happy-Valley,12:45,Shan Kwong Handicap (3yo+) (Course A) (Turf),Flat,Class 1,,,3yo+,,1m,1815,1660,8f,Good,10,11,11,8,1,6,Green Luck (AUS),15/1,16.00,5,G,8-3,115,hb,1:40.14,L Hewitson,C Fownes,89,85,,,Street Cry (IRE),Damah Lady (AUS),Mukaddamah,Li Wing Hon,Always towards rear
2020-10-28,Happy-Valley,2:50,Time Warp Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,1m1f,1981,1811,9f,Good,1,1,12,1,0,0,Columbus County (NZ),51/20F,3.55,5,G,9-6,132,ht,1:49.36,Joao Moreira,C Fownes,97,107,,121276.60,Redwood (GB),Spirit Of Sandford (NZ),Kilimanjaro,Mr Mrs Hamen Fan Shi Hoo Alex Fan Chen Yen Et Al,Towards rear of midfield - ridden and quick headway on inner from 1 1/2f out - led 100yds out - soon in command - easily
2020-10-28,Happy-Valley,2:50,Time Warp Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,1m1f,1981,1811,9f,Good,7,2,12,11,2.25,2.25,Bear Again (SAF),18/1,19.00,6,G,8-8,120,,1:49.73,V Borges,D E Ferraris,85,90,,46808.51,Var (USA),Frequent Flyer (SAF),Silvano,Peter P C Fan Dr M Mok Hing Hung Montgomery Ho Shun Wah,Raced keenly - led - ridden inside 2f out - hung left entering straight - headed 100yds out - soon held by easy winner - kept on
2020-10-28,Happy-Valley,2:50,Time Warp Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,1m1f,1981,1811,9f,Good,3,3,12,10,.75,3,Star Shine (AUS),14/1,15.00,7,G,9-4,130,t,1:49.86,Tony Piccone,K W Lui,95,99,,24468.09,Magic Albert (AUS),Kvarena (AUS),Arena,Sunny Bright Syndicate,Towards rear - ridden 1 1/2f out - stayed on well final furlong - nearest finish
2020-10-28,Happy-Valley,2:50,Time Warp Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,1m1f,1981,1811,9f,Good,5,4,12,7,0.3,3.25,Insayshable (IRE),74/10,8.40,6,G,9-1,127,,1:49.90,Neil Callan,Y S Tsui,92,95,,12765.96,Rajj (IRE),Imitation (GB),Darshaan,The Hon Mrs Kenneth Lau Ip Keung,In touch in midfield - ridden and headway on outside from 2 1/2f out - soon chasing leaders - driven 1 1/2f out - kept on same pace final furlong
2020-10-28,Happy-Valley,2:50,Time Warp Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,1m1f,1981,1811,9f,Good,10,5,12,3,0.3,3.5,Packing Waltham (FR),12/1,13.00,3,G,8-7,119,t,1:49.94,Karis Teetan,A S Cruz,84,90,,7446.81,Wootton Bassett (GB),Baki (FR),Turtle Bowl,Edmond Lee Man Bun,Dwelt - towards rear - ridden inside 2f out - stayed on final furlong
2020-10-28,Happy-Valley,2:50,Time Warp Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,1m1f,1981,1811,9f,Good,11,6,12,6,.75,4.25,Tianchi Monster (NZ),13/2,7.50,6,G,8-5,117,,1:50.07,Matthew Poon,W Y So,84,85,,,Shocking (AUS),Princess Biscotte (AUS),Casino Prince,Wong Cho Bau,Midfield - ridden over and kept on same pace from 2f out - wide into straight
2020-10-28,Happy-Valley,2:50,Time Warp Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,1m1f,1981,1811,9f,Good,12,7,12,12,.75,5,Kyrus Unicorn (IRE),38/1,39.00,4,G,8-4,116,,1:50.19,M L Yeung,C W Chang,81,80,,,Havana Gold (IRE),Zindana (IRE),Dalakhani,Emily Wong Man Yan Wong Ying Sheung,In rear - ridden 2 1/2f out - stayed on final furlong - never dangerous
2020-10-28,Happy-Valley,2:50,Time Warp Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,1m1f,1981,1811,9f,Good,6,8,12,8,0.3,5.5,Amazing One Plus (IRE),76/10,8.60,5,G,8-13,125,t,1:50.28,K C Leung,C S Shum,90,89,,,Shamardal (USA),Hazarafa (IRE),Daylami,Peter Yip Hak Yung,In touch - prominent approaching 2f out - ridden inside 2f out - weakened inside final furlong
2020-10-28,Happy-Valley,2:50,Time Warp Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,1m1f,1981,1811,9f,Good,8,9,12,4,.75,6.25,Enrichment (AUS),16/1,17.00,6,G,8-8,120,b,1:50.40,Chad Schofield,J Size,85,82,,,Teofilo (IRE),Lovingthelimelight (USA),Lemon Drop Kid,Benson Lo Tak Wing,Towards rear of midfield - ridden along and headway on outside from 3 1/2f out - wide into straight and lost place - soon no impression
2020-10-28,Happy-Valley,2:50,Time Warp Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,1m1f,1981,1811,9f,Good,4,10,12,2,0.3,6.5,Enjoying (AUS),11/1,12.00,5,G,9-2,128,b,1:50.44,C Y Ho,Douglas Whyte,93,89,,,Dundeel (NZ),Incredulous (AUS),Keep The Faith,Mr Mrs Ben Wong Chung Mat,Midfield - ridden 2f out - outpaced 1 1/2f out - soon no impression
2020-10-28,Happy-Valley,2:50,Time Warp Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,1m1f,1981,1811,9f,Good,2,11,12,5,0.3,6.75,Reliable Team (NZ),5/1,6.00,5,G,9-5,131,b,1:50.48,Zac Purton,F C Lor,96,92,,,Reliable Man (GB),Stella Doro (NZ),Faltaat,Nova Stella Syndicate,Tracked leaders - ridden 2f out - weakened final furlong
2020-10-28,Happy-Valley,2:50,Time Warp Handicap (3yo+) (Course C+3) (Turf),Flat,Class 2,,,3yo+,,1m1f,1981,1811,9f,Good,9,12,12,9,1.5,8.25,Amazing Beats (AUS),23/1,24.00,5,G,8-7,119,tp,1:50.73,Matthew Chadwick,P OSullivan,84,77,,,Epaulette (AUS),Ouachita (AUS),Canny Lad,Nicola Chu Ming Nga,Chased leader - ridden 2 1/2f out - lost place 1 1/2f out - soon beaten
2020-10-14,Happy-Valley,3:50,High West Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good,2,1,12,3,0,0,Buddies (AUS),29/10F,3.90,5,G,8-7,119,ht,1:39.04,Jerry Chau,A S Cruz,100,106,,121276.60,So You Think (NZ),Gladwell (AUS),Anabaa,Wong Chin Leung,Led - headed 4f out - ridden 1 1/2f out - switched to inside over 1f out - stayed on to lead narrowly 50yds out - just held on
2020-10-14,Happy-Valley,3:50,High West Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good,10,2,12,11,0.1,0.1,Solar Wai Wai (AUS),43/5,9.60,5,G,8-4,116,,1:39.07,Karis Teetan,F C Lor,87,93,,46808.51,Snitzel (AUS),Cape Princess (NZ),Cape Cross,Ho Hui Wing Ka Ho Siu Kong,Tracked leaders - ridden to lead 4f out - ridden inside final 2f - driven over 1f out - hard pressed final 100yds - narrowly headed 50yds out - kept on
2020-10-14,Happy-Valley,3:50,High West Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good,6,3,12,10,0.1,0.2,Amazing One Plus (IRE),63/1,64.00,5,G,8-5,117,t,1:39.09,K C Leung,C S Shum,88,94,,24468.09,Shamardal (USA),Hazarafa (IRE),Daylami,Peter Yip Hak Yung,Held up in rear - ridden over 2f out - not clear run inside final 2f - driven and stayed on strongly final furlong - just failed
2020-10-14,Happy-Valley,3:50,High West Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good,9,4,12,5,0.3,.5,Green Luck (AUS),33/10,4.30,6,G,8-4,116,v,1:39.12,Joao Moreira,C Fownes,87,92,,12765.96,Street Cry (IRE),Damah Lady (AUS),Mukaddamah,Li Wing Hon,Towards rear of midfield - ridden over 2f out - wide into straight - stayed on well final furlong - nearest finish
2020-10-14,Happy-Valley,3:50,High West Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good,5,5,12,8,0.3,.75,Insayshable (IRE),15/1,16.00,6,G,8-9,121,,1:39.16,Neil Callan,Y S Tsui,92,96,,7446.81,Rajj (IRE),Imitation (GB),Darshaan,The Hon Mrs Kenneth Lau Ip Keung,Dwelt - towards rear - headway into midfield halfway - in touch 2f out - ridden inside final 2f - driven and kept on final furlong - not able to challenge
2020-10-14,Happy-Valley,3:50,High West Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good,11,6,12,9,1.75,2.5,Bear Again (SAF),14/1,15.00,6,G,8-2,114,,1:39.46,Alexis Badel,D E Ferraris,85,85,,,Var (USA),Frequent Flyer (SAF),Silvano,Peter P C Fan Dr M Mok Hing Hung Montgomery Ho Shun Wah,Tracked leaders - chased leader and ridden inside final 2f - no extra final 100yds
2020-10-14,Happy-Valley,3:50,High West Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good,1,7,12,4,2,4.5,Preciousship (IRE),26/1,27.00,5,G,9-0,126,,1:39.79,K H Alfred Chan,P F Yiu,104,100,,,Iffraaj (GB),Riyaba (IRE),Dalakhani,David Sin Wai Kin,In touch - ridden inside final 2f - driven final furlong - weakened final 100yds
2020-10-14,Happy-Valley,3:50,High West Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good,3,8,12,6,0.1,4.75,Not Usual Talent (NZ),23/5,5.60,6,G,8-13,125,,1:39.85,Chad Schofield,T P Yung,96,91,,,Zacinto (GB),Compact Pussycat (NZ),Al Akbar,Chen Hong Wei,Towards rear of midfield on outside - ridden inside final 2f - no extra final 100yds
2020-10-14,Happy-Valley,3:50,High West Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good,8,9,12,2,.75,5.5,Enrichment (AUS),14/1,15.00,6,G,8-4,116,b,1:39.96,V Borges,J Size,87,81,,,Teofilo (IRE),Lovingthelimelight (USA),Lemon Drop Kid,Benson Lo Tak Wing,Towards rear - ridden over 2f out - wide into straight - kept on final furlong - never in contention
2020-10-14,Happy-Valley,3:50,High West Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good,4,10,12,12,2,7.5,Enjoying (AUS),22/1,23.00,5,G,8-12,124,b,1:40.29,Antoine Hamelin,Douglas Whyte,95,84,,,Dundeel (NZ),Incredulous (AUS),Keep The Faith,Mr Mrs Ben Wong Chung Mat,Always towards rear
2020-10-14,Happy-Valley,3:50,High West Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good,7,11,12,7,0.3,7.75,Alpha Hedge (IRE),9/1,10.00,6,G,8-4,116,p,1:40.33,C Y Ho,K W Lui,87,75,,,Sir Prancealot (IRE),Malta (USA),Gone West,Absolute Hedge Syndicate,In touch in midfield - lost place 3f out - ridden 2 1/2f out - weakened final furlong
2020-10-14,Happy-Valley,3:50,High West Handicap (3yo+) (Course B) (Turf),Flat,Class 2,,,3yo+,,1m,1815,1660,8f,Good,12,12,12,1,5.25,13,Flying Quest (NZ),13/1,14.00,8,G,8-0,112,b,1:41.21,Matthew Poon,D J Hall,81,61,,,Alamosa (NZ),Enchant (NZ),Pentire,Raymond Tsang Heung Tak Kenneth Tsang Heung Kan,Midfield - ridden over 2f out - ran into back of rival and stumbled inside final 2f - soon beaten - eased final furlong
2020-10-07,Happy-Valley,3:50,High Island Handicap (3yo+) (Course A) (Turf),Flat,Class 2,,,3yo+,,5f,1100,1006,5f,Good,9,1,12,10,0,0,Classic Unicorn (NZ),25/4,7.25,5,G,8-7,119,t,0:56.70,K C Leung,W Y So,83,101,,121276.60,Per Incanto (USA),Grace And Eva (NZ),Stravinsky,Li Fung Lok,Prominent - led after 2f - ridden clear over 1f out - driven and kept on final 125yds
2020-10-07,Happy-Valley,3:50,High Island Handicap (3yo+) (Course A) (Turf),Flat,Class 2,,,3yo+,,5f,1100,1006,5f,Good,2,2,12,7,1.75,1.75,Gunnison (AUS),89/1,90.00,6,G,8-10,122,,0:56.99,H N Jack Wong,Y S Tsui,89,101,,46808.51,Not A Single Doubt (AUS),Colorado Claire (AUS),Hussonet,Frank Feng Ching Yeng,Towards rear of midfield - ridden inside 2f out - stayed on well from 1 1/2f out - went 2nd 75yds out - no impression on winner final 50yds
2020-10-07,Happy-Valley,3:50,High Island Handicap (3yo+) (Course A) (Turf),Flat,Class 2,,,3yo+,,5f,1100,1006,5f,Good,8,3,12,6,0.1,1.75,Multimillion (AUS),31/1,32.00,6,G,8-8,120,tb,0:57.01,Matthew Chadwick,A S Cruz,84,96,,24468.09,Tycoon Ruler (AUS),Get A Life (AUS),Sequalo,Ronald Cheung Joo Cheong,Tracked leaders - ridden inside 2f out - driven over 1f out - kept on
2020-10-07,Happy-Valley,3:50,High Island Handicap (3yo+) (Course A) (Turf),Flat,Class 2,,,3yo+,,5f,1100,1006,5f,Good,3,4,12,2,0.3,2.25,Highland Fortune (USA),11/10F,2.10,4,G,8-10,122,,0:57.08,Zac Purton,K W Lui,86,97,,12765.96,Declaration Of War (USA),Pan Dulce (USA),Candy Ride,Peter Chu Ka Lok,In touch in midfield - ridden inside 2f out - wide into straight - kept on final 100yds
